,PreviousDC,Gender,belief,testing_for,obtained,All_FTIR_Results,FTIR_Other_detail,Primary_FTIR_Results,surprised_19,Intentions,Discard,Match_Primary,BehChange_NoChange,HarmRed_NoHarmRed,FTIR_prim,FTIR_secon,FTIR_teri,FTIR_quar,Target
2225,no,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2226,no,Male,['Unknown'],Self,Ground,"['Unknown', 'Unknown']",flour and sucrose,['Unknown'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Other,Other,none,none,flour and sucrose
2228,yes,Female,['Ketamine'],Both,Offsite,"['Ketamine', 'Unknown']",,['Ketamine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,Other,none,none,
2229,yes,Male,['Cocaine'],Both,Offsite,"['Unknown', 'Cocaine']",phenactin,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,Other,Cocaine,none,none,phenactin
2230,,Male,['Unknown'],Self,Ground,"['Unknown', 'Unknown']",microcrytaline and 4-HC-MPT,['Unknown'],Surprised,Dispose,yes,Match,Behaviour Change,Harm Reduction,Other,Other,none,none,microcrytaline and 4-HC-MPT
2232,no,Female,['LSD'],Both,Offsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2234,no,Male,['Unknown'],Self,Ground,"['Cocaine', 'Unknown', 'Unknown']",aspirin,['Cocaine'],Surprised,Other,no,Not Match,Behaviour Change,No Change,Cocaine,Other,Other,none,aspirin
2237,no,Male,['MDA'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2238,no,Male,['MDMA'],Both,Onsite,"['MDMA', 'Cocaine']",,['MDMA'],Not Surprised,Change,no,Match,Behaviour Change,Harm Reduction,MDMA,Cocaine,none,none,
2239,yes,Female,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2240,yes,Male,['Unknown'],Self,Ground,"['Unknown', 'Unknown']",methylpaenidate and parexyl,['Unknown'],Surprised,Dispose,yes,Match,Behaviour Change,Harm Reduction,Other,Other,none,none,methylpaenidate and parexyl
2242,yes,Male,['Unknown'],Both,Ground,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,MDMA,none,none,none,
2244,yes,Male,['Unknown'],Both,Onsite,['Unknown'],AMT,['Unknown'],Not Surprised,Dispose,no,Match,Behaviour Change,Harm Reduction,Other,none,none,none,AMT
2246,no,Female,['Ketamine'],Both,Onsite,"['Ketamine', 'Unknown']",MSM,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,Other,none,none,MSM
2247,no,Female,['Cocaine'],Self,Onsite,['Ketamine'],,['Ketamine'],Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,Ketamine,none,none,none,
2249,no,Male,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",benzylpiperazine,['MDMA'],Not Surprised,Dispose,yes,Match,Behaviour Change,Harm Reduction,MDMA,Other,none,none,benzylpiperazine
2252,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,,Match,No Change,No Change,MDMA,none,none,none,
2254,no,Male,['MDMA'],Self,Offsite,"['MDMA', 'Other']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Unknown,none,none,
2255,yes,Female,['Cocaine'],Both,Offsite,"['Unknown', 'Other', 'Other']",benzocaine,['Unknown'],Surprised,Change,no,Not Match,Behaviour Change,Harm Reduction,Other,Unknown,Unknown,none,benzocaine
