,Unnamed: 0,UniqueKey,DateSurvey,UniqueCode,Consent,PreviousDC,PreviousShambhalaDC,Female,Male,1nbinary,Trans,Gender_Unk1wn,Belief_MDMA_a,Belief_MDA_a,Belief_Ketamine_a,Belief_Cocaine_a,Belief_Methamphetamine_a,Belief_LSD_a,Belief_Unk1wn_a,Belief_Other_a,Belief_MDMA_b,Belief_MDA_b,Belief_Ketamine_b,Belief_Cocaine_b,Belief_Methamphetamine_b,Belief_LSD_b,Belief_Unk1wn_b,Belief_Other_b,Belief_Other_detail_a,Belief_Other_detail_b,Belief_MDMA_c,Belief_MDA_c,Belief_Ketamine_c,Belief_Cocaine_c,Belief_Methamphetamine_c,Belief_LSD_c,Belief_Unk1wn_c,Belief_Other_c,Belief_Other_detail_c,Type_Powder_a,Type_Crystal_a,Type_Blotter_a,Type_PressTab_a,Type_Liquid_a,Type_Gummy_a,Type_Other_a,Type_Other_detail_a,Type_Colour_a,Type_Powder_b,Type_Crystal_b,Type_Blotter_b,Type_PressTab_b,Type_Liquid_b,Type_Gummy_b,Type_Other_b,Type_Other_detail_b,Type_Colour_b,Type_Powder_c,Type_Crystal_c,Type_Blotter_c,Type_PressTab_c,Type_Liquid_c,Type_Gummy_c,Type_Other_c,Type_Other_detail_c,Type_Colour_c,Testing_Self_Friend,Testing_Self,Testing_Friends,Testing_Friends_num,Testing_Clients,Testing_Other,Testing_Other_detail,Obtained_a,Obtained_b,Obtained_c,Erlich_result_a,Colorimetric_Comments,Ehrlich_result_b,Ehrlich_result_c,Benzos_results_a,Benzo_Comments,Benzos_result_b,Benzos_results_c,FTS_results_a,FTS_Comments,FTS_results_b,FTS_results_c,FTIR_completion,FTIR_initials,FTIR_machine_num,FTIR_result_a1,FTIR_result_a2,FTIR_result_a3,FTIR_result_a4,FTIR_result_b1,FTIR_result_b2,FTIR_result_b3,FTIR_result_b4,FTIR_result_c1,FTIR_result_c2,FTIR_result_c3,FTIR_result_c4,FTIR_result_a_7_detail,FTIR_result_b_7_detail,FTIR_result_c_7_detail,GCMS_completion,GCMS_initials,GCMS_machine_num,GCMS_result_a1,GCMS_result_a2,GCMS_result_a3,GCMS_result_a4,GCMS_result_a5,GCMS_result_a6,GCMS_result_a7_detail,GCMS_result_b1,GCMS_result_b2,GCMS_result_b3,GCMS_result_b4,GCMS_result_b5,GCMS_result_b6,GCMS_result_b7_detail,GCMS_result_c1,GCMS_result_c2,GCMS_result_c3,GCMS_result_c4,GCMS_result_c5,GCMS_result_c6,GCMS_result_c_7_detail,GCMS_peak_num,GCMS_resolved,FTIR_Comment,GCMS_Comment,Discarded,Initials,Final_comments,Surprised_a,Surprised_b,Surprised_c,Surprised_detail,Satisfaction,Improvement,Intention_1change_a,Intention_More_a,Intention_Less_a,Intention_Dispose_a,Intention_Friend_a,Intention_Change_a,Intention_Naloxone_a,Intention_Other_a,Intention_Other_detail_a,Intention_1change_b,Intention_More_b,Intention_Less_b,Intention_Dispose_b,Intention_Friend_b,Intention_Change_b,Intention_Other_b,Intention_Naloxone_b,Intention_Other_detail_b,Intention_1change_c,Intention_More_c,Intention_Less_c,Intention_Dispose_c,Intention_Friend_c,Intention_Change_c,Intention_Naloxone_c,Intention_Other_c,Intention_Other_detail_c,All_belief_a,No_of_belief_a,All_belief_b,All_belief_c,No_of_belief_b,No_of_belief_c,Identified_FTIR_A,Identified_FTIR_a1,Identified_FTIR_B,Identified_FTIR_b1,Identified_FTIR_C,Identified_FTIR_c1,FTIR_Drug_names_A,FTIR_Drug_names_A1,FTIR_Drug_names_B,FTIR_Drug_names_B1,FTIR_Drug_names_C,FTIR_Drug_names_C1,No_of_poly_FTIR_A,No_of_poly_FTIR_B,No_of_poly_FTIR_C,belief_a,belief_b,belief_c,matchornotA,matchornotA1,matchornotB,matchornotB1,matchornotC,matchornotC1
335,339,17,8/9/2019,5032,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,brown,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,0,1,3,1,1,,1,0,,3,,3,,3,,3,,1,,1,,0,MW,2,1,4,0,0,3,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,RG,,1,1,,,0,offer gel caps,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,0,1,1,1,1,1","1,1,1,1,1,1,1,1",1,0,"1,4,0,0",1,"3,0,0,0",3,"0,0,0,0",0,"['MDMA', 'Cocaine']",['MDMA'],['Ketamine'],['Ketamine'],[],[],2,1,0,['MDMA'],['Ketamine'],[],No match,Match,Match,Match,Match,Match
339,343,21,8/9/2019,5034,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,goldish,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,0,100 other people,1,,,3,,,,3,,,,1,,,,0,CS,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PG,,1,,,,0,numbers system,0,1,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],[],[],Match,Match,Match,Match,Match,Match
1679,1736,254,8/11/2019,5035,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,black/white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,1,1,1,,0,,,3,,,,3,,,,1,,,,0,hf,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,no initials,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],[],[],Match,Match,Match,Match,Match,Match
1549,1606,124,8/11/2019,5036,0,1,,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,,,1,1,1,1,1,1,0,1,,1,0,1,1,1,1,1,,grey,1,0,1,1,1,1,1,,orange,1,0,1,1,1,1,1,,,1,0,1,,1,1,,3,3,3,3,,3,3,3,,3,3,1,,1,1,0,sg,2,1,0,0,0,1,0,0,0,1,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,npt,,0,0,0,didnt know what to expect,0,,1,1,1,1,1,1,1,0,give away to friend,1,1,1,1,1,1,0,1,give away to friend,1,1,1,1,1,1,1,0,give away to friend,"1,1,1,1,1,1,0,1",1,"1,1,1,1,1,1,0,1","1,1,1,1,1,1,0,1",1,1,"1,0,0,0",1,"1,0,0,0",1,"1,0,0,0",1,['MDMA'],['MDMA'],['MDMA'],['MDMA'],['MDMA'],['MDMA'],1,1,1,['Unknown'],['Unknown'],['Unknown'],No match,No match,No match,No match,No match,No match
1624,1681,199,8/11/2019,5038,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,1,1,1,,0,,,3,,,,3,,,,1,,,,0,rh,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,st,,1,,,,0,,1,1,0,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],[],[],Match,Match,Match,Match,Match,Match
367,372,50,8/9/2019,5039,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2CB,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,White,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,0,,,3,,,,3,,,,1,,,,0,FB,6,7,0,0,0,0,0,0,0,0,0,0,0,2CB,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,1,1,1,1,0",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"7,0,0,0",7,"0,0,0,0",0,"0,0,0,0",0,['Unknown'],['Unknown'],[],[],[],[],1,0,0,['Other'],[],[],No match,No match,Match,Match,Match,Match
382,387,65,8/9/2019,5040,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,0,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,2,1,1,,0,,,0,,,,3,,,,3,,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,JP,,1,,,,0,,1,1,0,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,1,1,0,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"0,0,0,0",0,"0,0,0,0",0,"0,0,0,0",0,[],[],[],[],[],[],0,0,0,['LSD'],[],[],No match,No match,Match,Match,Match,Match
45,46,46,8/8/2019,5041,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,purple-white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,1,,,3,,,,3,,,,1,,,,0,RS,6,1,7,0,0,0,0,0,0,0,0,0,0,GHB,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,client confirmed that GHB may have spilled on substance,,1,JR,,1,,,,0,,0,1,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,7,0,0",1,"0,0,0,0",0,"0,0,0,0",0,"['MDMA', 'Unknown']",['MDMA'],[],[],[],[],2,0,0,['MDMA'],[],[],No match,Match,Match,Match,Match,Match
15,16,16,8/8/2019,5042,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,0,,,3,,,,3,,,,1,,,,0,HR,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,1,,could not read volunteer initial,1,,,,0,none,1,1,0,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],[],[],Match,Match,Match,Match,Match,Match
84,85,85,8/8/2019,5043,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,white,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,0,1,,1,1,,0,0,,,CA,,,,CA,,,1,,1,,0,SC,2,3,0,0,0,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,1,JI,,1,1,,,0,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,0,1,1,1,1,1",1,"1,1,1,0,1,1,1,1","1,1,1,1,1,1,1,1",1,0,"3,0,0,0",3,"4,0,0,0",4,"0,0,0,0",0,['Ketamine'],['Ketamine'],['Cocaine'],['Cocaine'],[],[],1,1,0,['Ketamine'],['Cocaine'],[],Match,Match,Match,Match,Match,Match
27,28,28,8/8/2019,5044,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,0,1,1,1,1,,white,1,1,1,1,1,1,1,,,0,0,2,1,1,1,,0,0,,3,,0,,3,,3,,1,,3,,0,RS,6,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,JR,,1,1,,,0,expand to the USA,0,1,1,1,0,1,1,1,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,0,1,1","1,1,1,1,1,1,1,1",1,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],['LSD'],[],Match,Match,No match,No match,Match,Match
44,45,45,8/8/2019,5045,0,1,,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,1,,,3,,,,3,,,,,CA,,,0,RS,6,4,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,JR,,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"4,0,0,0",4,"0,0,0,0",0,"0,0,0,0",0,['Cocaine'],['Cocaine'],[],[],[],[],1,0,0,['Cocaine'],[],[],Match,Match,Match,Match,Match,Match
28,29,29,8/8/2019,5046,0,1,,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,,,1,1,1,1,1,0,1,1,,0,1,1,1,1,1,1,,white,1,1,0,1,1,1,1,,white,1,1,0,1,1,1,1,,white,0,0,2,10,1,1,,1,1,0,3,,0,0,,CA,3,3,1,,3,3,0,SC,2,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,1,JI,,1,1,1,,0,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,"1,1,0,1,1,1,1,1",1,"1,1,1,1,1,0,1,1","1,1,1,1,1,0,1,1",1,1,"3,0,0,0",3,"0,0,0,0",0,"0,0,0,0",0,['Ketamine'],['Ketamine'],[],[],[],[],1,0,0,['Ketamine'],['LSD'],['LSD'],Match,Match,No match,No match,No match,No match
57,58,58,8/8/2019,5047,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,,1,1,1,0,1,1,1,1,,1,0,1,1,1,1,1,,white,1,0,1,1,1,1,1,,brown,0,1,1,1,1,1,1,,white,0,0,2,10,1,1,,0,0,0,3,,3,3,3,,3,3,1,,1,1,0,JE,1,1,0,0,0,1,0,0,0,4,7,0,0,,,inosotol 10-20%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ST,,1,1,1,,0,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,for friends,"0,1,1,1,1,1,1,1",1,"0,1,1,1,1,1,1,1","1,1,1,0,1,1,1,1",1,1,"1,0,0,0",1,"1,0,0,0",1,"4,7,0,0",4,['MDMA'],['MDMA'],['MDMA'],['MDMA'],"['Cocaine', 'Unknown']",['Cocaine'],1,1,2,['MDMA'],['MDMA'],['Cocaine'],Match,Match,Match,Match,No match,Match
29,30,30,8/8/2019,5048,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,WHITE,1,1,0,1,1,1,1,,-,1,1,1,1,1,1,1,,,1,0,1,,1,1,,0,0,,3,,0,,3,,3,,1,,3,,,,,1,7,0,0,0,0,0,0,0,0,0,0,Mannitol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FTIR checkbox, initials, and machine number not completed on paper copy",CA,1,CB,,1,1,,,0,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,0,1,1","1,1,1,1,1,1,1,1",1,0,"1,7,0,0",1,"0,0,0,0",0,"0,0,0,0",0,"['MDMA', 'Unknown']",['MDMA'],[],[],[],[],2,0,0,['MDMA'],['LSD'],[],No match,Match,No match,No match,Match,Match
56,57,57,8/8/2019,5049,0,1,,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,3,1,1,,1,,,3,,,,3,,,,1,,,,0,JE,1,4,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ST,,0,,,expected it to have a adulterant,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"4,0,0,0",4,"0,0,0,0",0,"0,0,0,0",0,['Cocaine'],['Cocaine'],[],[],[],[],1,0,0,['Cocaine'],[],[],Match,Match,Match,Match,Match,Match
30,31,31,8/8/2019,5052,0,1,,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,,,1,1,1,1,1,1,1,1,,1,1,0,1,1,1,1,,,1,1,0,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,0,3,,0,,0,,3,,3,,3,,3,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,DM,,1,1,,,0,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,1,1,0,1,1",1,"1,1,1,1,1,0,1,1","1,1,1,1,1,1,1,1",1,0,"0,0,0,0",0,"0,0,0,0",0,"0,0,0,0",0,[],[],[],[],[],[],0,0,0,['LSD'],['LSD'],[],No match,No match,No match,No match,Match,Match
80,81,81,8/8/2019,5053,0,1,,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,6,1,1,,3,,,3,,,,3,,,,1,,,,0,JE,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ST,,0,,,no idea,0,,1,1,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,0,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"3,0,0,0",3,"0,0,0,0",0,"0,0,0,0",0,['Ketamine'],['Ketamine'],[],[],[],[],1,0,0,['Ketamine'],[],[],Match,Match,Match,Match,Match,Match
58,59,59,8/8/2019,5054,0,1,,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,,off white,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,0,1,,1,1,,0,0,,3,,3,,3,,3,,,CA,,,0,RS,6,1,0,0,0,4,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,JR,,1,1,,,0,more FTIRs,0,1,1,1,0,1,1,1,,0,1,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,0,1,1,1,1","1,1,1,1,1,1,1,1",1,0,"1,0,0,0",1,"4,0,0,0",4,"0,0,0,0",0,['MDMA'],['MDMA'],['Cocaine'],['Cocaine'],[],[],1,1,0,['MDMA'],['Cocaine'],[],Match,Match,Match,Match,Match,Match
81,82,82,8/8/2019,5055,0,1,,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,off white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,1,,,3,,,,3,,,,1,,,,0,JE,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ST,,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],[],[],Match,Match,Match,Match,Match,Match
665,722,78,8/8/2019,5056,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,,0,1,1,1,1,1,1,,,1,0,1,1,1,1,1,,,0,0,2,1,1,1,,1,1,1,3,,3,3,3,,3,3,1,,1,1,0,hr,3,3,0,0,0,3,0,0,0,1,0,0,0,,,,0,lg,,,,,,,,,3,7,,,,,ketamine impurity,,,,,,,,,,,,1,ds,,1,,0,mda could be mdma,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,"1,1,0,1,1,1,1,1",1,"1,1,0,1,1,1,1,1","0,1,1,1,1,1,1,1",1,1,"3,0,0,0",3,"3,0,0,0",3,"1,0,0,0",1,['Ketamine'],['Ketamine'],['Ketamine'],['Ketamine'],['MDMA'],['MDMA'],1,1,1,['Ketamine'],['Ketamine'],['MDMA'],Match,Match,Match,Match,Match,Match
91,92,92,8/8/2019,5057,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,clear-yellow,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,2,1,1,,1,,,3,,,,3,,,,1,,,,0,SC,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,1,JI,,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],[],[],Match,Match,Match,Match,Match,Match
7,8,8,8/8/2019,5058,0,1,,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,WHITE,1,0,1,1,1,1,1,,BROWN,1,1,1,1,1,1,1,,,1,0,1,,1,1,,1,1,,3,CA,,,3,CA,,,1,,1,,0,MM,4,8,0,0,0,1,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Sample 1: Methanol extract from baggy, client will bring bigger sample tomorrow",,1,NPT,,1,1,,,0,,1,1,1,1,1,1,1,0,Test it again,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"0,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",1,0,"8,0,0,0",8,"1,0,0,0",1,"0,0,0,0",0,['Other'],['Other'],['MDMA'],['MDMA'],[],[],1,1,0,['Cocaine'],['MDMA'],[],No match,No match,Match,Match,Match,Match
68,69,69,8/8/2019,5059,0,1,,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,0,0,2,4,1,1,,0,0,,3,,3,,3,,3,,1,,1,,0,JE,1,4,7,7,0,1,0,0,0,0,0,0,0,2nd- caffine 3rd-minnotol,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ST,,1,0,,not what expected,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,talk with friends,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,1,1,0,1,1,1,1","1,1,1,1,1,1,1,1",1,0,"4,7,7,0",4,"1,0,0,0",1,"0,0,0,0",0,"['Cocaine', 'Unknown', 'Unknown']",['Cocaine'],['MDMA'],['MDMA'],[],[],3,1,0,['Cocaine'],['Cocaine'],[],No match,Match,No match,No match,Match,Match
35,36,36,8/8/2019,5060,0,1,,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,2,1,1,,0,,,3,,,,3,,,,1,,,,0,MM,4,4,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NPT,,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"4,0,0,0",4,"0,0,0,0",0,"0,0,0,0",0,['Cocaine'],['Cocaine'],[],[],[],[],1,0,0,['Cocaine'],[],[],Match,Match,Match,Match,Match,Match
16,17,17,8/8/2019,5061,0,1,,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,1,,,3,,,,3,,,,1,,,,0,HR,3,4,7,0,0,0,0,0,0,0,0,0,0,citric acid- 3-5%,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,could not read volunteer initials,1,,,,0,more detail,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"4,7,0,0",4,"0,0,0,0",0,"0,0,0,0",0,"['Cocaine', 'Unknown']",['Cocaine'],[],[],[],[],2,0,0,['Cocaine'],[],[],No match,Match,Match,Match,Match,Match
